0,-200.0,-200.0,0.3
1,-200.0,-200.0,0.3
2,-200.0,-200.0,0.3
3,-200.0,-200.0,0.3
4,-200.0,-200.0,0.3
5,-200.0,-200.0,0.3
6,-200.0,-200.0,0.3
7,-200.0,-200.0,0.3
8,-200.0,-200.0,0.3
9,-200.0,-200.0,0.3
10,-200.0,-200.0,0.3
11,-200.0,-200.0,0.3
12,-200.0,-200.0,0.3
13,-200.0,-200.0,0.3
14,-200.0,-200.0,0.3
15,-200.0,-200.0,0.3
16,-200.0,-200.0,0.3
17,-200.0,-200.0,0.3
18,-200.0,-200.0,0.3
19,-200.0,-200.0,0.3
20,-200.0,-200.0,0.3
21,-200.0,-200.0,0.3
22,-200.0,-200.0,0.3
23,-200.0,-200.0,0.3
24,-200.0,-200.0,0.3
25,-200.0,-200.0,0.3
26,-200.0,-200.0,0.3
27,-200.0,-200.0,0.3
28,-200.0,-200.0,0.3
29,-200.0,-200.0,0.3
30,-200.0,-200.0,0.3
31,-200.0,-200.0,0.3
32,-200.0,-200.0,0.3
33,-200.0,-200.0,0.3
34,-200.0,-200.0,0.3
35,-200.0,-200.0,0.3
36,-200.0,-200.0,0.3
37,-200.0,-200.0,0.3
38,-200.0,-200.0,0.3
39,-200.0,-200.0,0.3
40,-200.0,-200.0,0.3
41,-200.0,-200.0,0.3
42,-200.0,-200.0,0.3
43,-200.0,-200.0,0.3
44,-200.0,-200.0,0.3
45,-200.0,-200.0,0.3
46,-200.0,-200.0,0.3
47,-200.0,-200.0,0.3
48,-200.0,-200.0,0.3
49,-200.0,-200.0,0.3
50,-200.0,-200.0,0.3
51,-200.0,-200.0,0.3
52,-200.0,-200.0,0.3
53,-200.0,-200.0,0.3
54,-200.0,-200.0,0.3
55,-200.0,-200.0,0.3
56,-200.0,-200.0,0.3
57,-200.0,-200.0,0.3
58,-200.0,-200.0,0.3
59,-200.0,-200.0,0.3
60,-200.0,-200.0,0.3
61,-200.0,-200.0,0.3
62,-200.0,-200.0,0.3
63,-200.0,-200.0,0.3
64,-200.0,-200.0,0.3
65,-200.0,-200.0,0.3
66,-200.0,-200.0,0.3
67,-200.0,-200.0,0.3
68,-200.0,-200.0,0.3
69,-200.0,-200.0,0.3
70,-200.0,-200.0,0.3
71,-200.0,-200.0,0.3
72,-200.0,-200.0,0.3
73,-200.0,-200.0,0.3
74,-200.0,-200.0,0.3
75,-200.0,-200.0,0.3
76,-200.0,-200.0,0.3
77,-200.0,-200.0,0.3
78,-200.0,-200.0,0.3
79,-200.0,-200.0,0.3
80,-200.0,-200.0,0.3
81,-200.0,-200.0,0.3
82,-200.0,-200.0,0.3
83,-200.0,-200.0,0.3
84,-200.0,-200.0,0.3
85,-200.0,-200.0,0.3
86,-200.0,-200.0,0.3
87,-200.0,-200.0,0.3
88,-200.0,-200.0,0.3
89,-200.0,-200.0,0.3
90,-200.0,-200.0,0.3
91,-200.0,-200.0,0.3
92,-200.0,-200.0,0.3
93,-200.0,-200.0,0.3
94,-200.0,-200.0,0.3
95,-200.0,-200.0,0.3
96,-200.0,-200.0,0.3
97,-200.0,-200.0,0.3
98,-200.0,-200.0,0.3
99,-200.0,-200.0,0.3
100,-200.0,-200.0,0.3
101,-200.0,-200.0,0.3
102,-200.0,-200.0,0.3
103,-200.0,-200.0,0.3
104,-200.0,-200.0,0.3
105,-200.0,-200.0,0.3
106,-200.0,-200.0,0.3
107,-200.0,-200.0,0.3
108,-200.0,-200.0,0.3
109,-200.0,-200.0,0.3
110,-200.0,-200.0,0.3
111,-200.0,-200.0,0.3
112,-200.0,-200.0,0.3
113,-200.0,-200.0,0.3
114,-200.0,-200.0,0.3
115,-200.0,-200.0,0.3
116,-200.0,-200.0,0.3
117,-200.0,-200.0,0.3
118,-200.0,-200.0,0.3
119,-200.0,-200.0,0.3
120,-200.0,-200.0,0.3
121,-200.0,-200.0,0.3
122,-200.0,-200.0,0.3
123,-200.0,-200.0,0.3
124,-200.0,-200.0,0.3
125,-200.0,-200.0,0.3
126,-200.0,-200.0,0.3
127,-200.0,-200.0,0.3
128,-200.0,-200.0,0.3
129,-200.0,-200.0,0.3
130,-200.0,-200.0,0.3
131,-200.0,-200.0,0.3
132,-200.0,-200.0,0.3
133,-200.0,-200.0,0.3
134,-200.0,-200.0,0.3
135,-200.0,-200.0,0.3
136,-200.0,-200.0,0.3
137,-200.0,-200.0,0.3
138,-200.0,-200.0,0.3
139,-200.0,-200.0,0.3
140,-200.0,-200.0,0.3
141,-200.0,-200.0,0.3
142,-200.0,-200.0,0.3
143,-200.0,-200.0,0.3
144,-200.0,-200.0,0.3
145,-200.0,-200.0,0.3
146,-200.0,-200.0,0.3
147,-200.0,-200.0,0.3
148,-200.0,-200.0,0.3
149,-200.0,-200.0,0.3
150,-200.0,-200.0,0.3
151,-200.0,-200.0,0.3
152,-200.0,-200.0,0.3
153,-200.0,-200.0,0.3
